"id","content","publishTime","sid","zan","nozan"
"3346","可能你不好看","2017-03-30 00:17:09","1483","0","0"
"3347","不能怎么办，慢慢熬","2017-03-30 00:20:14","1467","0","0"
"3348","心灵伴侣","2017-03-30 00:21:24","1464","0","0"
"3349","嗯嗯，我也变成随时都可以了出来的人了","2017-03-30 00:22:20","1460","0","0"
"3350","异地太难了，信任没有，很快就分了的","2017-03-30 00:23:56","1453","0","0"
"3351","别听楼上瞎说，人家不好看还不让人家找个好男孩儿啦？哪有这道理！","2017-03-30 00:24:30","1483","1","0"
"3352","呃，为什么会自动点赞啊","2017-03-30 00:25:28","1450","0","0"
"3353","估计他不想和你和好了，你难过着难过着天就会亮了","2017-03-30 00:27:19","1448","0","0"
"3354","祝你生日快乐呀哈哈哈哈。三月三是广西的山歌节，今年桂林好像有美食节，你可以去玩呀哈哈哈","2017-03-30 00:40:16","1477","0","0"
"3355","哇，楼上两位这么这样不好吧，灯神的温暖呢","2017-03-30 00:52:40","1483","0","0"
"3356","学会冷静，学会放松，你努力了，世界不会辜负你的","2017-03-30 00:54:29","1480","0","0"
"3357","祝生日快乐，天天开心！（礼物不到，祝福要到的，哈哈）","2017-03-30 00:57:06","1477","0","0"
"3358","楼上正解，熬过去","2017-03-30 01:01:23","1467","0","0"
"3359","生日快乐啊～～～","2017-03-30 01:52:59","1477","0","0"
"3360","给自己送礼物嘛，就要给自挑个特别喜欢但平时又不舍得给自己准备的。
","2017-03-30 01:54:49","1477","0","0"
"3361","可能是对方太过重视让你误认为不看重吧。","2017-03-30 02:00:12","1484","0","0"
"3362","注孤生？","2017-03-30 06:53:28","1486","0","0"
"3363","只要你够优秀，肯定会遇到那个对你好的人","2017-03-30 06:54:21","1483","0","0"
"3364","做一个没心没肺的人没那么简单","2017-03-30 06:55:32","1480","0","0"
"3365","高一的语文老师，是一个已经七十多岁的老爷爷，学识渊博，每次上课前都会给我们讲一段课外知识，很多次都会引用到文心雕龙里面的句子。只是可惜大学这么久，看到过很多次这本书，终究没有拿起来阅读过。","2017-03-30 06:57:38","1479","0","0"
"3366","来我们大广西","2017-03-30 06:58:18","1477","0","0"
"3367","自杀威胁？想到这种人我就觉得很可怕，我只会选择远离，越远越好","2017-03-30 07:01:24","1474","0","0"
"3368","体育运动最喜欢的就是篮球了，就算没有同学一起也会经常去球场驰骋。我觉得吧喜欢篮球的人性格都不会太差哈哈。其实自己也一直想找一个喜欢篮球的妹子啊，有共同爱好的人话题会特别多。楼上可以加我QQ1274300149（QQ用的较多）就算不合适也可以多一个朋友哈哈。不过自己身高死撑也就172，所以对身高有要求的求放过&hellip;&hellip;不过因为自己已经找了广州的工作啦，自己想的也是在广州长期发展。其实看到最上面的评论的时候自己内心也是感慨，其实更希望遇到一个人迎来自己最美好的年华，而不是在自己最美好的年华遇到一个人，我一直憧憬的是两个人一起努力，先共苦再同甘，好女孩那么多，希望自己也能遇到一个吧！","2017-03-30 07:23:03","1449","0","0"
"3369","是不是小时候有过跟异性接触的不良心理阴影","2017-03-30 08:18:30","1486","0","0"
"3370","初二就谈恋爱啊&hellip;&hellip;好早哦","2017-03-30 08:47:56","1486","0","0"
"3371","会不会你喜欢的是同性。。","2017-03-30 09:43:31","1486","1","0"
"3372","得不到的永远在骚动 被偏爱的都有恃无恐","2017-03-30 11:36:17","1486","0","0"
"3373","自己给自己精心准备一次早餐","2017-03-30 11:39:21","1477","0","0"
"3374","性冷淡？","2017-03-30 12:36:10","1486","0","0"
"3375","总会有的","2017-03-30 12:36:43","1483","1","0"
"3376","岂曰无衣与子同袍什么意思","2017-03-30 12:38:13","1482","0","0"
"3377","我也快生日了。作为女生自己给自己买了双高跟鞋","2017-03-30 12:38:59","1477","0","0"
"3378","我也是注孤生","2017-03-30 12:39:26","1476","0","0"
"3379","我也是。。怎么办。。","2017-03-30 13:06:34","1486","0","0"
"3380","哇，为什么看了前三评论我这么想笑","2017-03-30 13:08:14","1483","0","0"
"3381","如果说我发微信给她，过几个小时才回我，这算重视吗，经常性的这样","2017-03-30 13:44:06","1484","0","0"
"3382","&hellip;&hellip;我也挺想多交几个朋友呢，不过感觉还是挺难的。
毕竟从陌生人到熟悉需要过程
从熟悉到陌生人却毫无鸿沟
一个个的最熟悉的陌生人
一个个只是表面的友好
真正深入内心的朋友
真正红颜知己
真正志同道合
又有多少呢
何必&hellip;&hellip;","2017-03-30 16:07:29","1489","1","0"
"3383","能哭的地方只有厕所和爸爸的怀里(&acute;;︵;`)","2017-03-30 16:10:27","1492","0","0"
"3384","自恋吧，还你爱的人都像我","2017-03-30 16:11:19","1491","0","0"
"3385","请问图书馆哪里没人","2017-03-30 16:12:51","1487","0","0"
"3386","我去图书馆，发现大多数人都是在学习课本、写作业，自己拿着一本《墨子》夹在其中，突然尴尬","2017-03-30 16:15:52","1479","0","0"
"3387","是啊，分手后看到像她的背影都会多看几眼，只可惜。","2017-03-30 19:02:46","1491","0","0"
"3388","+1感觉自己注孤生","2017-03-30 19:58:49","1486","0","0"
"3389","给你个hug","2017-03-30 22:52:31","1492","0","0"
"3390","我也是","2017-03-30 22:55:22","1486","0","0"
"3391","楼上，男生？女生？你若是男生，她晚回复你，可能有事，可能真不想搭理你，可能其他原因比如心情不好之类的。
若是女生，这我就不好说了。","2017-03-30 22:58:27","1484","0","0"
"3392","+1 玩的好的异性朋友突然变得很亲近我也会很反感感觉很不舒服 但要是自己喜欢的人愿意亲近自己那我觉得很开心哈哈哈","2017-03-30 23:29:34","1486","1","0"
"3393","其实不发会好点","2017-03-31 00:01:54","1492","0","0"
"3394","是啊，广交良友原本是没问题的，可是如果是异性朋友就难了。好多时候遇到有趣的人都好想交个朋友，可又担心来自陌生人的搭讪会让对方产生误会，特别是对异性就更容易被误会了，所以啊，真的只是简单的多交个异性朋友也很难啊！！","2017-03-31 00:26:35","1489","0","0"
"3395","我加过一些女生，但是没有怎么聊过。因为有很多是朋友的朋友，一起出去玩，出于礼貌我作为男生就加她们了。但是我并没有什么&ldquo;非分之想&rdquo;，只是单纯的当朋友，所以加了好友了。哦对了，我没有非分之想是因为我长的丑哈哈，就不去祸害妹纸了","2017-03-31 00:37:01","1489","1","0"
"3396","可以照照镜子看看自己","2017-03-31 01:04:01","1496","0","0"
"3397","你这就是没事儿闲的，无病呻吟，明天没人鸟你你就和正常人一样了","2017-03-31 01:08:28","1486","0","0"
"3398","哈哈哈哈哈哈哈哈哈是我","2017-03-31 07:09:17","1493","0","0"
"3399","我只能说主动加我的女生都是喜欢我的[摊手]所以别人误解也怪不得别人","2017-03-31 07:12:40","1489","1","0"
"3400","你可以来试试被我拒绝","2017-03-31 07:21:42","1483","0","0"
"3401","真羡慕咱们华工的女生可以有这么多喜欢的选择
我还是默默地搞基吧","2017-03-31 07:25:08","1476","1","0"
"3402","就算是在脱单推送上加的男生，我也不觉得就确定了只能向男女朋友发展，或者只是比较合眼缘呐","2017-03-31 09:26:54","1489","0","0"
"3403","一万点暴击","2017-03-31 10:33:41","1500","0","0"
"3404","何以解忧，唯有暴富","2017-03-31 10:55:00","1495","0","0"
"3405","画面太美23333","2017-03-31 11:07:32","1493","0","0"
"3406","感觉是单纯想脱单，有个人关心，","2017-03-31 11:18:34","1476","0","0"
"3407","我觉得不要多想，勇敢些，也许可以一辈子呢","2017-03-31 11:54:17","1465","0","0"
"3408","好熟悉的一种感觉","2017-03-31 12:09:19","1461","0","0"
"3409","静一静，想一想自己想要做什么。每天规划好，从现在开始做。相信自己。我大二上学期颓废了很久很久，虽然现在还是有些后悔，因为有很多机会都是去了，做好你要做的，会有温暖等待着你的，加油！","2017-03-31 12:14:01","1460","0","0"
"3410","你是谁啊","2017-03-31 12:41:48","1456","0","0"
"3411","直接毙命","2017-03-31 12:42:47","1500","0","0"
"3412","喜欢就上啊","2017-03-31 12:43:15","1499","0","0"
"3413","你可以去灯神许愿，描述详细具体点也许就能有人给你她的微信。","2017-03-31 12:44:35","1499","1","0"
"3414","同意楼上，很多事情照照镜子就明白了","2017-03-31 12:45:34","1496","0","0"
"3415","富婆还需白脸来开怀","2017-03-31 12:46:14","1495","0","0"
"3416","希望你能释怀，灯灯它会祝福你的","2017-03-31 12:46:55","1494","0","0"
"3417","不敢想象","2017-03-31 12:47:12","1493","0","0"
"3418","请楼上在非复习期去图书馆看看然后再来问这个问题","2017-03-31 12:47:44","1487","0","0"
"3419","其实说出来会好受些，毕竟倾诉也是一种宣泄方式","2017-03-31 12:48:00","1492","1","0"
"3420","不管故事如何，希望你被这个世界温柔以待","2017-03-31 12:49:48","1491","0","0"
"3421","也许灯灯也是这样的","2017-03-31 12:50:33","1490","0","0"
"3422","缘分就这样，悄无声息的来了","2017-03-31 12:51:29","1488","0","0"
"3423","图书馆占座现象貌似更严重(微笑)","2017-03-31 12:52:25","1487","0","0"
"3424","你总期望别人温暖你，可你得拥有被温暖的资本","2017-03-31 12:54:46","1483","0","0"
"3425","感觉楼主有点过了","2017-03-31 12:55:59","1500","0","0"
"3426","可能是你多愁善感了吧","2017-03-31 12:56:02","1482","0","0"
"3427","因为大学很现实","2017-03-31 12:56:54","1479","0","0"
"3428","你可以去许愿","2017-03-31 12:57:18","1478","0","0"
"3429","同","2017-03-31 12:58:12","1476","0","0"
"3430","同情你","2017-03-31 12:58:33","1475","0","0"
"3431","应该不是吧，要是想找人可以去许愿","2017-03-31 12:59:42","1473","0","0"
"3432","本诗语言隐晦难懂，但是通过一段的介绍可以了解到本诗的脉络，就是作者爱的人不爱ta了，第二段表明作者和文中的他还是有过一段情感纠葛的，但是作者放不下这段感情，最后一段升华主旨，表达作者爱就要放手的崇高情怀，同时表达了对&ldquo;他&rdquo;","2017-03-31 13:04:10","1470","0","0"
"3433","的祝福","2017-03-31 13:04:18","1470","0","0"
"3434","重启试试","2017-03-31 13:04:53","1469","0","0"
"3435","灯神是个缘分的花坛，希望你可以释怀","2017-03-31 13:05:45","1468","0","0"
"3436","支持","2017-03-31 13:06:13","1466","0","0"
"3437","面试怎么样都是对面试者的考验好不好","2017-03-31 13:07:30","1462","0","0"
"3438","直接交涉，因为没有电脑的自习室太难找。","2017-03-31 13:10:36","1487","0","0"
"3439","女人的直觉真可怕","2017-03-31 13:50:28","1491","0","0"
"3440","说出来吧，不要给自己留下遗憾","2017-03-31 13:54:13","1499","0","0"
"3441","很有用啊，我觉得你说的很对(๑&bull;ั็&omega;&bull;็ั๑)","2017-03-31 16:03:44","1502","0","0"
"3442","先下手为强，你也玩，弹到他桌子上，看他还玩不玩了","2017-03-31 16:05:43","1493","0","0"
"3443","赞一个","2017-03-31 16:12:31","1502","0","0"
"3444","来自FFF团的怒火","2017-03-31 16:13:24","1501","0","0"
"3445","看了之后一身鸡皮疙瘩","2017-03-31 16:14:33","1493","0","0"
"3446","还有一种方法，就是看看银行卡里的余额","2017-03-31 16:15:48","1496","0","0"
"3447","写日记，或者写信~写信对我来说最有用，写完了心里舒坦信寄不寄都无所谓了","2017-03-31 16:35:12","1492","0","0"
"3448","可怕","2017-03-31 18:19:20","1493","0","0"
"3449","美","2017-03-31 18:23:59","1505","0","0"
"3450","恶心","2017-03-31 21:17:51","1493","0","0"
"3451","这应该是楼主对自己说的话","2017-03-31 21:19:43","1500","0","0"
"3452","愿你安好。","2017-03-31 22:42:32","1491","0","0"
"3453","加油","2017-03-31 22:49:07","1505","0","0"
"3454","哈哈，曾经的海螺姑娘，现在的鲤鱼姑娘","2017-03-31 22:52:09","1499","0","0"
"3455","勇敢追！朋友！说不定她只是害羞呢！啊哈哈","2017-03-31 23:11:41","1504","0","0"
"3456","同感！害怕别人摸我的脸，本能感觉退后，勉强接吻感觉好恶心。现在想找对象，但是抗拒亲密接触。注孤！","2017-03-31 23:55:51","1486","0","0"
"3457","加油！","2017-04-01 00:15:22","1507","0","0"
"3458","对谁说的，干你屁事","2017-04-01 00:17:18","1500","0","0"
"3459","然后你就会被现实狠狠打一巴掌","2017-04-01 00:31:34","1505","0","0"
"3460","好好学习，在国内保个研，基本能自给自足。在拿个全奖博士出去。","2017-04-01 00:54:51","1507","0","0"
"3461","两情相悦永远是困难的，如果你觉得女生在刻意逃避你，那么一般情况下，现在的她确实对你没意思。但是女生是一种容易感动的感性生物，要是真的喜欢她就要尽自己的努力让她幸福。如果不够勇敢说明你还不够喜欢，那么是的，时间可以帮你淡化一切。","2017-04-01 01:06:16","1504","0","0"
"3462","选择有很多，攒了钱出去旅行也可以的~","2017-04-01 01:22:17","1507","0","0"
"3463","同感，你并不是一个人。","2017-04-01 01:26:27","1486","0","0"
"3464","唉，我也很讨厌冷暴力，也讨厌热暴力。异地吵架真的很无可奈何","2017-04-01 07:27:53","1510","0","0"
"3465","祝成功","2017-04-01 08:56:29","1511","0","0"
"3466","虽然不是异地恋，可是，为什么我和你有同样的感觉，而且冷暴力还不是因为吵架而来的，是因为一场小病无缘无故","2017-04-01 10:05:17","1510","0","0"
"3467","其实男生和女生一样，也看感觉，希望你不会成为他内心那个缺失的替代品，而是保持独特的你","2017-04-01 10:35:45","1511","1","0"
"3468","恰巧性格不合吧，她是不是很欢脱?那肯定不喜欢你这样的啊","2017-04-01 11:15:48","1504","0","0"
"3469","没救，早晚得分","2017-04-01 12:23:28","1513","0","0"
"3470","害怕一个人就重新找","2017-04-01 12:49:52","1510","0","0"
"3471","看脸","2017-04-01 13:25:25","1514","0","0"
"3472","楼上那是脸不够才觉得看脸，等你脸看得过去了就会知道有脸也没用","2017-04-01 13:34:43","1514","0","0"
"3473","一般真心的都比较害羞","2017-04-01 14:07:25","1514","0","0"
"3474","希望明天连载呀","2017-04-01 14:18:22","1511","0","0"
"3475","看似开朗暖场王的人不一定内心就很阳光明媚，每个人都有自己的阴暗面，或许你可以试试迈出第一步或者做一个独立的人","2017-04-01 15:36:03","1509","0","0"
"3476","怎么样啦？","2017-04-01 17:52:54","1511","0","0"
"3477","个人觉得都是一群空虚寂寞，然后加完微信有各种矜持害羞的主。","2017-04-01 19:07:55","1514","0","0"
"3478","别了，虽然我还爱着你","2017-04-01 19:20:14","1515","0","0"
"3479","没有了","2017-04-01 19:21:10","1513","0","0"
"3480","我也这么觉得","2017-04-01 19:21:26","1512","0","0"
"3481","你这样在人家女朋友眼里很婊欸","2017-04-01 19:23:08","1511","0","0"
"3482","啥叫淡淡疼疼？！难道是蛋疼？","2017-04-01 19:26:03","1503","0","0"
"3483","没救 早分早解脱","2017-04-01 19:44:17","1513","0","0"
"3484","还爱她还别个大头鬼","2017-04-01 21:02:27","1515","0","0"
"3485","愚人节快乐","2017-04-01 21:02:32","1515","0","0"
"3486","这是个人素养的表现吧，从小处就能看到一个人的素质","2017-04-01 21:09:08","1502","0","0"
"3487","可是，有时又会觉得很甜蜜","2017-04-01 21:14:56","1513","0","0"
"3488","要分你他丫就赶快，别耽误人家孩子看冬奥会","2017-04-01 21:18:26","1513","0","0"
"3489","哭醒还棒棒哒，你这是病，得治","2017-04-01 21:19:26","1512","0","0"
"3490","哎呀，涨知识了，朋友圈还有&ldquo;你已浏览&rdquo;的功能哈！","2017-04-01 21:22:41","1505","0","0"
"3491","没有什么比爱自己更重要了","2017-04-01 21:23:56","1516","0","0"
"3492","觉得真心的较少","2017-04-01 21:54:13","1514","0","0"
"3493","希望悄主能成功","2017-04-01 21:59:02","1511","0","0"
"3494","有人说过：爱自己是终生浪漫的开始。
你信吗(ಡ&omega;ಡ)hiahiahia ","2017-04-01 22:39:08","1516","0","0"
"3495","还好吧，我之前差点就成了","2017-04-02 00:05:02","1514","0","0"
"3496","怎么和我一样，忽冷忽热的，攒够了失望","2017-04-02 00:14:46","1516","0","0"
"3497","死宅就算了，想的还多","2017-04-02 00:52:12","1503","0","0"
"3498","直接分啦","2017-04-02 08:21:23","1516","0","0"
"3499","哈哈哈，正常心理。羡慕恋爱的甜蜜，又不想放弃单身的自由。","2017-04-02 16:03:09","1517","0","0"
"3500","能恋再想这种问题吧","2017-04-02 16:31:34","1517","0","0"
"3501","加油","2017-04-02 17:58:24","1511","0","0"
"3502","二楼正解","2017-04-02 19:09:11","1517","0","0"
"3503","伤的不够彻底，不够绝望。","2017-04-02 20:00:08","1518","0","0"
"3504","的确是这样，但是讨厌恋爱也许是因为没有那么喜欢对方吧","2017-04-02 23:59:47","1517","0","0"
"3505","感动了自己，不知道他怎么想","2017-04-03 00:51:37","1511","0","0"
"3506","加油哦，心地善良才是真！","2017-04-03 00:55:14","1521","0","0"
"3507","me","2017-04-03 01:29:53","1519","0","0"
"3508","可能人家有女朋友呢！","2017-04-03 01:37:05","1521","0","0"
"3509","他是谁？","2017-04-03 03:39:02","1520","0","0"
"3510","其实男生也会有这种要不要主动的顾虑。可能受传统观念影响，觉得女生主动不好，但其实你不在意也没什么人在意，犹豫太多可能还错失一次机会。既然是隔壁班的，能聊的应该还是有的，那就找点东西开口吧。女生开了口一次，他假如有点想法下次他应该不会不好意思主动了的。假如没有下文，那或许是他怂或者他没有什么想法吧。祝福。","2017-04-03 08:45:34","1522","0","0"
"3511","想分却不分或许愚蠢或许执着，别人都无法评价。可能最近感觉对方没那么上心了自己得不到期待的反馈。假如自己已经消化不了包容太多，耐心激情消磨殆尽，那就先透露一点真实的想法心情告诉给他她吧，假如还是没有你想要的结果，那有条件的话就面对面好好谈一次，可能他她有心的话知道你的想法你的不舍就会做点什么吧。再不行，大抵也算尽力了。祝福。","2017-04-03 09:56:39","1513","0","0"
"3512","孤独与谈一场自己付出却得不到期待、明知道异地大家都痛苦却还要耍脾性的恋爱。我还是选孤独吧。悄主其实已经把自己的想法说出来了，但是对方还一直一直这样的话，那就好好想想不异地他她还会怎样对你、这段难受的异地几时结束之类吧。祝福。","2017-04-03 10:09:36","1510","0","0"
"3513","没想在一起就别欺骗感情","2017-04-03 10:34:19","1523","0","0"
"3514","你这种调侃的语气玩弄别人的真情让人觉得得恶心
","2017-04-03 10:35:20","1523","0","0"
"3515","你该怎么做？你该照照镜子","2017-04-03 10:37:27","1521","0","0"
"3516","你那是贱","2017-04-03 10:38:41","1518","0","0"
"3517","该怎么办？该看看你的账户余额","2017-04-03 10:39:37","1517","0","0"
"3518","不知道语气哪里调侃 我哪里玩弄别人感情让你恶心了 也不知道你们到底脑补了些什么 我说了什么让你们误会我们没有在一起是因为我 小灯神里的一些留言真是让人心寒 明明不了解却能凭几个字恶语相向","2017-04-03 11:03:21","1523","0","0"
"3519","一楼二楼确实是过了，别人就来说说悄悄话，别把灯神当UC，大家校友别乱喷","2017-04-03 11:10:53","1523","0","0"
"3520","学历不一样有可能以后共同话题会少一些，生活更容易被柴米油盐催化，妹子可以自己考虑一下。不过还是先了解一下人家有没有女朋友吧。","2017-04-03 11:30:21","1521","0","0"
"3521","同 ","2017-04-03 12:00:52","1525","0","0"
"3522","女生开口没什么大不了的，你可以迈出第一步，但后面的99步不一定都是你来啊，说不定认识之后他来追你了","2017-04-03 14:09:59","1522","0","0"
"3523","没办法控制！那就忍着呗，陪在身边","2017-04-03 14:26:38","1518","0","0"
"3524","贴个字条给ta们：您倒是留着趁热吃呀！","2017-04-03 15:19:23","1527","0","0"
"3525","你不努力又怎么能找到那个她，你以为妹子会看上现在的你？","2017-04-25 21:10:08","1529","1","0"
"3526","才看到你有评论&hellip;&hellip;&hellip;","2017-04-03 17:01:30","1519","0","0"
"3527","没事哥们，我经历过与你相似的，不适合就是不适合","2017-04-03 17:17:06","1524","0","0"
"3529","一般是冲水的坏了。","2017-04-03 19:37:00","1527","0","0"
"3530","一不小心以为是我发的。。","2017-04-03 20:01:23","1528","0","0"
"3531","她学历很低说的那么直白。学历低怎么了我也是啊","2017-04-03 23:18:23","1531","0","0"
"3532","一点都不无耻我觉得这样很好啊","2017-04-03 23:19:28","1529","0","0"
"3533","学历不重要。我大专男朋友华工研二他根本不在乎这个的","2017-04-03 23:25:42","1521","0","0"
"3534","不是真心的","2017-04-03 23:26:49","1514","0","0"
"3535","祝成功","2017-04-03 23:28:39","1511","0","0"
"3536","楼上，俏主可没说怎么了，我没觉得有什么直白可言，只是陈述一个事实，大概是你敏感了。","2017-04-03 23:53:12","1531","0","0"
"3537","难道来自机械学院的？。。。","2017-04-04 00:12:51","1532","0","0"
"3538","找个男朋友？","2017-04-25 21:10:08","1529","1","0"
"3539","再见亦是泪","2017-04-04 00:14:18","1526","0","0"
"3540","感觉在说我。。。","2017-04-04 00:14:48","1525","0","0"
"3541","悄主这是分手了？没事的 旧的不去新的不来 加油&hellip;！","2017-04-04 01:47:49","1534","0","0"
"3542","一段刻骨铭心的爱，结束一切","2017-04-04 06:08:20","1524","0","0"
"3543","楼上的也能影响楼下的，感觉有点小夸张","2017-04-04 12:40:03","1536","0","0"
"3544","难道是楼下影响楼上吗","2017-04-04 12:58:46","1536","0","0"
"3545","我觉得挺好的 在追求进步与爱情这两件事情上永远都可以相辅相成","2017-04-04 14:23:28","1529","0","0"
"3546","只是说说悄悄话 为什么就被认成了调侃的语气了 个人觉得 有勇气的话就追求 没勇气的话就默念 没有什么是非对错 这个锅谁都不用背","2017-04-04 14:28:00","1523","0","0"
"3547","在你身上，仿佛看到自己。
心疼你。希望你遇到更好的","2017-04-04 15:40:23","1534","0","0"
"3548","一楼怕是误会了，我的意思是不要求她喜欢我，只希望她能让我心动，而且她越优秀越好","2017-04-04 16:32:58","1529","0","0"
"3549","色狼","2017-04-04 17:16:04","1537","0","0"
"3550","然后就一起错过吧！！！","2017-04-04 18:25:36","1530","0","0"
"3551","难道不是冲上去表白！！","2017-04-04 19:58:09","1538","0","0"
"3552","看来你是需要动力的一条咸鱼","2017-04-04 20:26:32","1529","0","0"
"3553","莫名地就笑了出来&hellip;&hellip;
悄主不至于吧(ಡ&omega;ಡ)hiahiahia 
你的城市下雨，却不敢打给你
怕你说没带伞，我却无能为力","2017-04-04 21:22:33","1540","0","0"
"3554","大色狼","2017-04-04 21:23:38","1537","0","0"
"3555","大大的色狼，哈哈","2017-04-04 21:39:48","1537","0","0"
"3556","来自单身狗的怨念哈哈哈","2017-04-04 22:30:51","1539","0","0"
"3557","那是前任，不打人算我输。","2017-04-04 22:51:10","1538","0","0"
"3558","恩，这都不是问题，只要你好看再害羞不懂跟男生交流都能脱","2017-04-04 22:54:34","1541","0","0"
"3559","没谈过恋爱的妹子路过","2017-04-04 23:00:41","1540","0","0"
"3560","冲上去呀","2017-04-04 23:01:22","1537","0","0"
"3561","某天让我遇见你哈哈","2017-04-04 23:11:49","1535","0","0"
"3562","当断不断 害人害己","2017-04-04 23:17:42","1544","0","0"
"3563","调整好心态吧，机汽的女孩子都蛮厉害的，其实本科大多数基础课都差不多，然后专业课老师都挺手下留情的，所以还是先调整好自己吧。至于兴趣爱好，可以放在课后时间来搞啊！不至于说要辍学吧！！","2017-04-04 23:19:33","1545","1","0"
"3564","把你心里话跟你男票说，商量解决，解决不了就分手，一直拖着没什么用","2017-04-04 23:24:38","1544","0","0"
"3565","我也是","2017-04-04 23:40:34","1542","0","0"
"3566","就算最终败给了现实 你也努力过不是 如果没有 那你就只是朋友 好朋友只是朋友","2017-04-05 00:03:52","1547","0","0"
"3567","我们宿舍的打英雄联盟 赢了肯定是他的功劳 输了肯定队友的锅","2017-04-05 00:05:09","1546","0","0"
"3568","不知道你现在大几 如果可以的话转专业是最好的选择 已经过了这个时间的话那就不再抱怨了 再不喜欢的东西制只要用心去学也能学会 虽然我承认天赋和兴趣很重要 我也是机汽学院的 我也不喜欢机械 但我还是能好好学 ","2017-04-05 00:18:19","1545","1","0"
"3569","不管怎样你需要知道你现在还是一个有男票的人 就算你想把前任变回现任 你要做的第一件事也应该和现任分手 而不是和前任缠绵 缠绵应该留在你和现任分手之后 我经历过这种事  所以 请自重","2017-04-05 00:21:45","1544","0","0"
"3570","去吧，希望你能有和我不一样的结局。","2017-04-05 00:52:43","1543","0","0"
"3571","楼上赶紧去谈谈哈哈哈","2017-04-05 00:54:57","1540","0","0"
"3572","没有十全十美的事情，没有的，就要懂得知足，好的一定会来","2017-04-05 01:19:03","1549","0","0"
"3573","当你意识到自己得不好，自己邪恶时，或许你的良知才开始唤醒，不过还是最好别有这个想法，挺伤害人的","2017-04-05 01:21:23","1548","0","0"
"3574","不能在一起就不要勉强，有些人或许不适合在一起，只是过客，没必要那么投入","2017-04-05 01:23:23","1547","0","0"
"3575","和你一样，刚进大学，对有美好的憧憬，想好好学习，拿奖学金，做项目，加入组织做干事，找女朋友。但大一结束的时候发现什么都没有。希望越大失望越大，人还是要脚踏实地，一个个目标来，还要敢于尝试，融入大学这个小社会。其实很多目标都是关联的，不必急于求成，一步步来吧。相信未来的你能实现美好的憧憬。","2017-04-05 02:02:07","1549","0","0"
"3576","对不起","2017-04-05 02:24:48","1543","0","0"
"3577","性冷淡的单身狗","2017-04-05 06:40:11","1542","0","0"
"3578","尴尬！！！我有过不好的想法，可是真没伤害过人。。。这个悄悄话发出来居然只有前半段，后半段是被小编吃了么？后半段：最近认识了一位女生，突然发觉自己很想保护她关心她，不知道这是不是喜欢，还是我孤独的受不了了？也是在灯神上认识她的，说是给她讲个故事，希望那个悲伤的故事不是现在正在上演的吧！！！","2017-04-05 07:29:01","1548","0","0"
"3579","666","2017-04-05 09:02:55","1546","0","0"
"3580","单身狗不敢说话","2017-04-05 09:24:18","1550","0","0"
"3581","勇敢些，你们会有好的结果的","2017-04-05 09:30:21","1543","0","0"
"3582","感觉也是在说我","2017-04-05 11:37:03","1525","0","0"
"3583","这么多我居然看完了","2017-04-05 14:11:14","1552","0","0"
"3584","色狼","2017-04-05 14:20:14","1537","0","0"
"3585","先问是不是，再问为什么。
","2017-04-05 15:44:19","1555","0","0"
"3586","我也看完了。。","2017-04-05 16:00:38","1552","0","0"
"3587","谈恋爱不是玩！","2017-04-05 17:28:00","1550","0","0"
"3588","我觉得没什么不妥  只要是真心喜欢","2017-04-05 17:31:57","1529","0","0"
"3589","哈哈可能渣男更会把妹","2017-04-05 18:00:26","1555","0","0"
"3590","我也是机汽的，我曾经对大学的学科感到生无可恋，也挂过科。但还是那句，接受自己不能改变的，改变自己能改变的。不能转专业就接受了吧，可以慢慢培养兴趣，或者培养其它方面的兴趣，让自己能有所期待，有自己的精神支柱。重要的是有一颗向上的心，并且坚持住，一切都会好起来的。","2017-06-15 01:52:49","1545","1","0"
"3591","我也看完了&hellip;&hellip;我觉得可以试着表白~","2017-04-05 19:43:47","1552","0","0"
"3592","是还没有遇到真正喜欢的吧","2017-04-05 19:48:51","1550","0","0"
"3593","同。我觉得这样很可怕，有时会想到底喜欢一个人是喜欢他的啥呢。两个互相吸引的人真的挺难找的","2017-04-05 19:50:46","1542","0","0"
"3594","不要和太多的女生暧昧不清，选择一个就好","2017-04-05 20:27:45","1552","0","0"
"3595","我也看完了哈哈","2017-04-05 21:14:28","1552","0","0"
"3596","我也看完了。。。","2017-04-05 21:27:34","1552","0","0"
"3597","66666","2017-04-05 21:28:25","1546","0","0"
"3598","滚犊子","2017-04-05 22:40:21","1559","0","0"
"3599","悄A，第一个让我完全没感觉到投稿原来这么长的悄主，交代清楚，描写细致，结尾自然。考虑写点作品吧，认真的建议","2017-04-05 23:02:07","1552","1","0"
"3600","+1。心动很简单，但不是喜欢，表示已经好久没有喜欢过一个人，已经快要忘记喜欢的感觉了。","2017-04-05 23:46:08","1542","0","0"
"3601","我猜，感情是有的，没到那种程度罢了。他觉得太快，他觉得不适合，一个男生说出这种话，多半就是真不适合了，腼腆和不主动也许只是藉口，哪天你若看见他主动，双眼放光的样子，你就明白了。","2017-04-06 00:12:50","1560","0","0"
"3602","就是有很多美女(눈_눈)但是你偶遇不到","2017-04-06 00:13:43","1559","0","0"
"3603","在二次元(ಡ&omega;ಡ) ","2017-04-06 00:14:08","1558","0","0"
"3604","你要是提醒我的话，一定会注意的","2017-04-06 00:14:21","1554","0","0"
